# Parameter Name     	 	 Median       	 	 Upper 68 CI  	 	 Lower 68 CI 
K_p1               	 	 63.5381546304 	 	 5.0635542028 	 	 29.2017216000
mu_PFS             	 	 -80.5816331216 	 	 10.6225985998 	 	 3.4944053417
sigma_w_PFS        	 	 98.8481347835 	 	 0.7730690545 	 	 1.9149122652
